qElement_Type	Complexity	V8	min_distance
caPeak	Singleton	ENSG00000288736.2	21186
caPeak	Singleton	ENSG00000141655.18	7927
caPeak	Singleton	ENSG00000141664.10	60835
caPeak	Singleton	ENSG00000081913.14	23762
caPeak	Singleton	ENSG00000288736.2	86396
caPeak	Complex	ENSG00000288736.2	88096
caPeak	Singleton	ENSG00000283667.1	1893
caPeak	Singleton	ENSG00000143036.17	79105
caPeak	Singleton	ENSG00000260747.1	53036
caPeak	Singleton	ENSG00000260747.1	37959
caPeak	Singleton	ENSG00000206052.11	33912
caPeak	Complex	ENSG00000176225.15	29140
caPeak	Complex	ENSG00000170677.6	1809
caPeak	Singleton	ENSG00000224081.10	23951
caPeak	Singleton	ENSG00000141665.13	44050
caPeak	Complex	ENSG00000235501.8	26298
caPeak	Singleton	ENSG00000133313.15	51316
caPeak	Complex	ENSG00000215421.10	22246
caPeak	Singleton	ENSG00000264247.2	3331
caPeak	Singleton	ENSG00000264247.2	346
caPeak	Singleton	ENSG00000172339.10	29528
caPeak	Complex	ENSG00000271092.5	15114
caPeak	Singleton	ENSG00000265778.4	42333
caPeak	Singleton	ENSG00000265778.4	88457
caPeak	Singleton	ENSG00000226026.7	18623
caPeak	Singleton	ENSG00000266256.3	81084
caPeak	Singleton	ENSG00000266256.3	72725
caPeak	Singleton	ENSG00000264278.1	24496
caPeak	Singleton	ENSG00000197971.16	78988
caPeak	Singleton	ENSG00000197971.16	68200
caPeak	Singleton	ENSG00000131196.18	40481
caPeak	Singleton	ENSG00000131196.18	18088
caPeak	Singleton	ENSG00000122481.17	46761
caPeak	Singleton	ENSG00000131196.18	87991
caPeak	Complex	ENSG00000122490.19	17218
caPeak	Singleton	ENSG00000101546.13	676
caPeak	Singleton	ENSG00000267127.7	633
caPeak	Singleton	ENSG00000141759.15	239
caPeak	Singleton	ENSG00000267270.8	26613
caPeak	Singleton	ENSG00000141934.10	13686
caPeak	Singleton	ENSG00000141934.10	79063
caPeak	Complex	ENSG00000141934.10	19631
caPeak	Singleton	ENSG00000141934.10	83047
caPeak	Singleton	ENSG00000105556.12	34185
caPeak	Singleton	ENSG00000183186.8	19390
caPeak	Singleton	ENSG00000129946.11	89134
caPeak	Singleton	ENSG00000099866.16	60549
caPeak	Singleton	ENSG00000099866.16	1767
caPeak	Singleton	ENSG00000099804.9	74208
caPeak	Complex	ENSG00000172270.22	7635
caPeak	Singleton	ENSG00000099864.18	1833
caPeak	Singleton	ENSG00000011304.22	53499
caPeak	Singleton	ENSG00000129951.19	28341
caPeak	Singleton	ENSG00000197766.9	82
caPeak	Singleton	ENSG00000175221.16	3519
caPeak	Singleton	ENSG00000065268.11	77049
caPeak	Singleton	ENSG00000116032.5	66510
caPeak	Singleton	ENSG00000116032.5	71699
caPeak	Singleton	ENSG00000182087.14	73941
caPeak	Complex	ENSG00000099625.14	20466
caPeak	Complex	ENSG00000115286.21	4794
caPeak	Singleton	ENSG00000267317.2	685
caPeak	Singleton	ENSG00000127540.12	46641
caPeak	Singleton	ENSG00000130270.16	76523
caPeak	Singleton	ENSG00000129911.9	44093
caPeak	Singleton	ENSG00000227500.11	93978
caPeak	Singleton	ENSG00000213638.6	93793
caPeak	Complex	ENSG00000065000.20	21767
caPeak	Singleton	ENSG00000104897.10	15390
caPeak	Singleton	ENSG00000099860.9	61185
caPeak	Singleton	ENSG00000099860.9	40500
caPeak	Singleton	ENSG00000267001.1	14527
caPeak	Singleton	ENSG00000104953.20	5639
caPeak	Singleton	ENSG00000125912.11	9388
caPeak	Singleton	ENSG00000129932.10	40948
caPeak	Singleton	ENSG00000129932.10	64040
caPeak	Complex	ENSG00000105298.14	16930
caPeak	Singleton	ENSG00000186111.11	1482
caPeak	Singleton	ENSG00000105289.15	14309
caPeak	Singleton	ENSG00000105278.12	18769
caPeak	Singleton	ENSG00000167657.14	5739
caPeak	Singleton	ENSG00000228502.1	37043
caPeak	Singleton	ENSG00000178078.12	27630
caPeak	Complex	ENSG00000178078.12	2328
caPeak	Singleton	ENSG00000280239.1	10408
caPeak	Complex	ENSG00000167671.12	34372
caPeak	Singleton	ENSG00000167671.12	56866
caPeak	Singleton	ENSG00000167674.15	209
caPeak	Singleton	ENSG00000167674.15	2431
caPeak	Singleton	ENSG00000167676.5	1231
caPeak	Singleton	ENSG00000228502.1	72350
caPeak	Singleton	ENSG00000228502.1	78878
caPeak	Singleton	ENSG00000074842.8	24376
caPeak	Singleton	ENSG00000142002.19	24498
caPeak	Singleton	ENSG00000127666.11	2548
caPeak	Singleton	ENSG00000105355.9	5126
caPeak	Singleton	ENSG00000130255.13	23754
caPeak	Singleton	ENSG00000130383.7	4935
caPeak	Singleton	ENSG00000105519.18	72465
caPeak	Singleton	ENSG00000087903.13	68203
caPeak	Complex	ENSG00000130545.16	3571
caPeak	Singleton	ENSG00000205744.10	894
caPeak	Singleton	ENSG00000125730.18	93734
caPeak	Complex	ENSG00000125733.18	7202
caPeak	Complex	ENSG00000171105.14	25104
caPeak	Complex	ENSG00000104883.8	57666
caPeak	Singleton	ENSG00000032444.17	14746
caPeak	Singleton	ENSG00000076944.18	20284
caPeak	Complex	ENSG00000066044.15	73755
caPeak	Singleton	ENSG00000066044.15	34138
caPeak	Singleton	ENSG00000066044.15	61337
caPeak	Singleton	ENSG00000142449.13	13292
caPeak	Singleton	ENSG00000142449.13	43285
caPeak	Singleton	ENSG00000090661.12	7336
caPeak	Singleton	ENSG00000167775.11	47105
caPeak	Complex	ENSG00000167775.11	35557
caPeak	Singleton	ENSG00000186994.12	13992
caPeak	Singleton	ENSG00000167772.12	38081
caPeak	Singleton	ENSG00000167772.12	397
caPeak	Singleton	ENSG00000142347.19	16280
caPeak	Singleton	ENSG00000142303.14	978
caPeak	Complex	ENSG00000130803.15	96309
caPeak	Complex	ENSG00000188321.14	424
caPeak	Complex	ENSG00000270011.9	22
caPeak	Complex	ENSG00000130816.17	6182
caPeak	Singleton	ENSG00000267534.4	42594
caPeak	Singleton	ENSG00000130816.17	42639
caPeak	Singleton	ENSG00000130734.10	13489
caPeak	Singleton	ENSG00000142453.13	78254
caPeak	Singleton	ENSG00000142453.13	14256
caPeak	Singleton	ENSG00000130164.15	14439
caPeak	Complex	ENSG00000130176.8	2228
caPeak	Singleton	ENSG00000198429.10	12466
caPeak	Singleton	ENSG00000228057.1	59285
caPeak	Singleton	ENSG00000291101.1	60362
caPeak	Complex	ENSG00000242852.7	780
caPeak	Singleton	ENSG00000105576.16	33220
caPeak	Complex	ENSG00000171223.6	25333
caPeak	Singleton	ENSG00000105613.10	69549
caPeak	Complex	ENSG00000161860.8	19464
caPeak	Singleton	ENSG00000104903.5	55698
caPeak	Singleton	ENSG00000160888.7	32527
caPeak	Complex	ENSG00000037757.14	4933
caPeak	Complex	ENSG00000104979.9	2373
caPeak	Singleton	ENSG00000132000.14	36927
caPeak	Singleton	ENSG00000072071.17	12188
caPeak	Singleton	ENSG00000123146.20	34292
caPeak	Singleton	ENSG00000123159.16	19205
caPeak	Singleton	ENSG00000123159.16	23189
caPeak	Singleton	ENSG00000099797.15	13491
caPeak	Singleton	ENSG00000099797.15	28234
caPeak	Singleton	ENSG00000132002.9	7375
caPeak	Singleton	ENSG00000099795.7	1544
caPeak	Singleton	ENSG00000167461.12	1153
caPeak	Singleton	ENSG00000072958.9	61322
caPeak	Singleton	ENSG00000072958.9	32391
caPeak	Singleton	ENSG00000127527.14	5474
caPeak	Singleton	ENSG00000127527.14	69065
caPeak	Complex	ENSG00000160111.15	82304
caPeak	Complex	ENSG00000160111.15	56855
caPeak	Singleton	ENSG00000160117.16	8259
caPeak	Singleton	ENSG00000074855.11	31526
caPeak	Singleton	ENSG00000130299.17	9725
caPeak	Singleton	ENSG00000130300.9	40655
caPeak	Complex	ENSG00000130304.17	6852
caPeak	Singleton	ENSG00000130304.17	20479
caPeak	Singleton	ENSG00000130309.12	25293
caPeak	Singleton	ENSG00000105639.21	13980
caPeak	Singleton	ENSG00000007080.11	27298
caPeak	Singleton	ENSG00000105643.11	5547
caPeak	Complex	ENSG00000105655.19	81600
caPeak	Singleton	ENSG00000105656.13	92310
caPeak	Singleton	ENSG00000105662.16	17536
caPeak	Singleton	ENSG00000005007.14	67572
caPeak	Singleton	ENSG00000005007.14	55089
caPeak	Singleton	ENSG00000130283.9	11766
caPeak	Complex	ENSG00000064545.15	53860
caPeak	Complex	ENSG00000064545.15	3551
caPeak	Complex	ENSG00000178093.14	950
caPeak	Complex	ENSG00000160161.9	5132
caPeak	Complex	ENSG00000266904.8	2630
caPeak	Complex	ENSG00000291177.1	2765
caPeak	Complex	ENSG00000291177.1	75594
caPeak	Complex	ENSG00000081665.14	23052
caPeak	Singleton	ENSG00000280079.1	71323
caPeak	Complex	ENSG00000213985.4	18805
caPeak	Singleton	ENSG00000117600.14	36193
caPeak	Singleton	ENSG00000291130.1	47097
caPeak	Singleton	ENSG00000268119.8	17488
caPeak	Singleton	ENSG00000268658.5	86913
caPeak	Complex	ENSG00000268555.2	4690
caPeak	Singleton	ENSG00000160321.16	33214
caPeak	Singleton	ENSG00000284428.1	78847
caPeak	Singleton	ENSG00000167232.14	18032
caPeak	Singleton	ENSG00000167232.14	97801
caPeak	Singleton	ENSG00000099260.12	85131
caPeak	Singleton	ENSG00000267799.1	65424
caPeak	Singleton	ENSG00000267799.1	96020
caPeak	Singleton	ENSG00000267799.1	90787
caPeak	Singleton	ENSG00000169021.6	47053
caPeak	Singleton	ENSG00000169021.6	22638
caPeak	Singleton	ENSG00000169021.6	96950
caPeak	Singleton	ENSG00000105171.10	5761
caPeak	Singleton	ENSG00000131943.20	43250
caPeak	Singleton	ENSG00000131943.20	6801
caPeak	Singleton	ENSG00000121297.8	87202
caPeak	Complex	ENSG00000142599.20	1127
caPeak	Singleton	ENSG00000131941.8	28001
caPeak	Singleton	ENSG00000076650.7	57091
caPeak	Singleton	ENSG00000289378.1	29293
caPeak	Singleton	ENSG00000153885.15	34610
caPeak	Complex	ENSG00000153885.15	16211
caPeak	Singleton	ENSG00000162576.17	15324
caPeak	Singleton	ENSG00000142279.13	12803
caPeak	Singleton	ENSG00000205209.8	37476
caPeak	Singleton	ENSG00000271109.2	7004
caPeak	Complex	ENSG00000105699.17	25808
caPeak	Complex	ENSG00000105699.17	41022
caPeak	Complex	ENSG00000012124.17	58450
caPeak	Singleton	ENSG00000012124.17	55667
caPeak	Singleton	ENSG00000161249.21	36034
caPeak	Singleton	ENSG00000105677.12	10596
caPeak	Singleton	ENSG00000272333.8	17055
caPeak	Singleton	ENSG00000126246.10	91059
caPeak	Singleton	ENSG00000004777.19	3489
caPeak	Complex	ENSG00000105270.15	29759
caPeak	Singleton	ENSG00000105254.12	2124
caPeak	Complex	ENSG00000197050.11	9542
caPeak	Singleton	ENSG00000290988.1	53325
caPeak	Singleton	ENSG00000120784.17	53303
caPeak	Complex	ENSG00000105738.11	49905
caPeak	Singleton	ENSG00000011332.22	90724
caPeak	Singleton	ENSG00000196218.14	70579
caPeak	Complex	ENSG00000130402.14	33753
caPeak	Complex	ENSG00000267892.1	10253
caPeak	Complex	ENSG00000267892.1	69192
caPeak	Singleton	ENSG00000267892.1	5587
caPeak	Singleton	ENSG00000267892.1	48731
caPeak	Singleton	ENSG00000182472.9	0
caPeak	Singleton	ENSG00000187994.14	49721
caPeak	Singleton	ENSG00000269486.2	11182
caPeak	Complex	ENSG00000269190.6	75598
caPeak	Singleton	ENSG00000130669.17	4124
caPeak	Singleton	ENSG00000130669.17	15753
caPeak	Singleton	ENSG00000074800.16	15745
caPeak	Complex	ENSG00000188505.5	8947
caPeak	Complex	ENSG00000188505.5	2837
caPeak	Singleton	ENSG00000090932.11	2308
caPeak	Complex	ENSG00000090932.11	1460
caPeak	Singleton	ENSG00000105202.9	23823
caPeak	Singleton	ENSG00000275395.7	58220
caPeak	Complex	ENSG00000105223.21	39557
caPeak	Singleton	ENSG00000279759.1	29091
caPeak	Singleton	ENSG00000105227.16	85661
caPeak	Singleton	ENSG00000090006.18	29025
caPeak	Singleton	ENSG00000077312.9	3767
caPeak	Singleton	ENSG00000279108.1	666
caPeak	Complex	ENSG00000291083.1	15034
caPeak	Complex	ENSG00000291083.1	13978
caPeak	Singleton	ENSG00000167600.14	65132
caPeak	Singleton	ENSG00000167600.14	63291
caPeak	Singleton	ENSG00000167600.14	1621
caPeak	Singleton	ENSG00000167601.12	36681
caPeak	Complex	ENSG00000142039.4	67921
caPeak	Complex	ENSG00000248098.12	35584
caPeak	Singleton	ENSG00000079435.10	7182
caPeak	Singleton	ENSG00000105755.8	5985
caPeak	Singleton	ENSG00000105755.8	39549
caPeak	Singleton	ENSG00000105771.14	19664
caPeak	Singleton	ENSG00000159905.15	110
caPeak	Complex	ENSG00000204920.11	16338
caPeak	Complex	ENSG00000289428.2	7289
caPeak	Complex	ENSG00000263002.8	7247
caPeak	Singleton	ENSG00000073008.16	33454
caPeak	Singleton	ENSG00000266903.3	32233
caPeak	Singleton	ENSG00000266903.3	12042
caPeak	Complex	ENSG00000187244.12	28408
caPeak	Singleton	ENSG00000007255.10	29302
caPeak	Singleton	ENSG00000283632.4	303
caPeak	Singleton	ENSG00000104881.16	32516
caPeak	Singleton	ENSG00000012061.17	54476
caPeak	Complex	ENSG00000177045.11	47528
caPeak	Singleton	ENSG00000185800.12	36036
caPeak	Complex	ENSG00000170604.5	97140
caPeak	Complex	ENSG00000204866.9	51642
caPeak	Singleton	ENSG00000124440.16	31543
caPeak	Singleton	ENSG00000124440.16	15006
caPeak	Singleton	ENSG00000124440.16	61131
caPeak	Singleton	ENSG00000011485.15	14042
caPeak	Complex	ENSG00000269151.4	2733
caPeak	Singleton	ENSG00000269151.4	59391
caPeak	Complex	ENSG00000277531.3	2574
caPeak	Singleton	ENSG00000277531.3	26970
caPeak	Singleton	ENSG00000182013.18	37164
caPeak	Singleton	ENSG00000204851.7	17762
caPeak	Singleton	ENSG00000105287.13	7791
caPeak	Complex	ENSG00000105287.13	52844
caPeak	Complex	ENSG00000275719.1	2919
caPeak	Complex	ENSG00000042753.12	21513
caPeak	Complex	ENSG00000160007.20	99518
caPeak	Singleton	ENSG00000130749.10	52065
caPeak	Singleton	ENSG00000142230.13	51560
caPeak	Singleton	ENSG00000105327.18	32205
caPeak	Singleton	ENSG00000105419.18	8396
caPeak	Singleton	ENSG00000063169.12	15005
caPeak	Singleton	ENSG00000105499.14	2454
caPeak	Singleton	ENSG00000105486.15	71377
caPeak	Singleton	ENSG00000105479.16	927
caPeak	Singleton	ENSG00000105443.17	65179
caPeak	Complex	ENSG00000105523.4	47519
caPeak	Singleton	ENSG00000105516.11	43382
caPeak	Singleton	ENSG00000183207.15	17197
caPeak	Singleton	ENSG00000183207.15	27401
caPeak	Singleton	ENSG00000130528.12	26574
caPeak	Complex	ENSG00000090554.13	3065
caPeak	Complex	ENSG00000142552.8	111
caPeak	Singleton	ENSG00000142546.14	11717
caPeak	Singleton	ENSG00000126457.22	73440
caPeak	Complex	ENSG00000196961.13	9675
caPeak	Singleton	ENSG00000196961.13	31395
caPeak	Singleton	ENSG00000213024.13	16882
caPeak	Singleton	ENSG00000131408.15	63249
caPeak	Singleton	ENSG00000062822.16	92457
caPeak	Singleton	ENSG00000161677.12	2604
caPeak	Complex	ENSG00000161677.12	12445
caPeak	Singleton	ENSG00000213023.11	12229
caPeak	Complex	ENSG00000167747.17	11736
caPeak	Singleton	ENSG00000142544.7	78032
caPeak	Singleton	ENSG00000288953.1	4014
caPeak	Singleton	ENSG00000189190.11	31745
caPeak	Singleton	ENSG00000204604.13	382
caPeak	Singleton	ENSG00000198538.11	333
caPeak	Singleton	ENSG00000213801.4	34550
caPeak	Singleton	ENSG00000213801.4	11366
caPeak	Singleton	ENSG00000242779.8	38129
caPeak	Complex	ENSG00000242779.8	78088
caPeak	Complex	ENSG00000268964.3	77554
caPeak	Complex	ENSG00000170949.18	7069
caPeak	Complex	ENSG00000170954.12	36740
caPeak	Complex	ENSG00000203326.12	127
caPeak	Singleton	ENSG00000198346.11	32238
caPeak	Singleton	ENSG00000130844.19	78051
caPeak	Singleton	ENSG00000179820.16	62999
caPeak	Singleton	ENSG00000105605.8	82517
caPeak	Complex	ENSG00000130433.8	13208
caPeak	Singleton	ENSG00000088038.20	11134
caPeak	Singleton	ENSG00000088038.20	2122
caPeak	Singleton	ENSG00000170892.13	5437
caPeak	Singleton	ENSG00000170889.14	44399
caPeak	Singleton	ENSG00000275183.2	17655
caPeak	Singleton	ENSG00000129991.13	831
caPeak	Singleton	ENSG00000105063.19	3255
caPeak	Singleton	ENSG00000218891.5	13819
caPeak	Singleton	ENSG00000171443.7	33090
caPeak	Complex	ENSG00000063245.15	2180
caPeak	Singleton	ENSG00000142409.6	79382
caPeak	Singleton	ENSG00000167685.15	78990
caPeak	Singleton	ENSG00000279794.1	26195
caPeak	Complex	ENSG00000083844.11	21135
caPeak	Singleton	ENSG00000083844.11	12354
caPeak	Singleton	ENSG00000186272.13	68353
caPeak	Singleton	ENSG00000186230.7	8551
caPeak	Complex	ENSG00000269343.9	2854
caPeak	Singleton	ENSG00000198466.12	53970
caPeak	Complex	ENSG00000270804.1	17922
caPeak	Singleton	ENSG00000181894.15	15381
caPeak	Singleton	ENSG00000171606.18	90279
caPeak	Complex	ENSG00000232098.3	7467
caPeak	Complex	ENSG00000083838.17	85532
caPeak	Complex	ENSG00000184731.6	70301
caPeak	Singleton	ENSG00000189292.17	20626
caPeak	Singleton	ENSG00000233296.2	82144
caPeak	Singleton	ENSG00000233296.2	83482
caPeak	Complex	ENSG00000151353.15	56213
caPeak	Singleton	ENSG00000130508.11	3925
caPeak	Complex	ENSG00000130508.11	16987
caPeak	Singleton	ENSG00000130508.11	35531
caPeak	Singleton	ENSG00000130508.11	12660
caPeak	Singleton	ENSG00000130508.11	3942
caPeak	Singleton	ENSG00000130508.11	52616
caPeak	Complex	ENSG00000182551.14	16783
caPeak	Singleton	ENSG00000182551.14	5713
caPeak	Singleton	ENSG00000118004.18	14036
caPeak	Singleton	ENSG00000118004.18	57701
caPeak	Singleton	ENSG00000176887.7	62321
caPeak	Complex	ENSG00000176887.7	27418
caPeak	Complex	ENSG00000228203.8	1671
caPeak	Singleton	ENSG00000229727.7	82955
caPeak	Singleton	ENSG00000236008.5	84080
caPeak	Complex	ENSG00000236008.5	4426
caPeak	Singleton	ENSG00000236008.5	40
caPeak	Singleton	ENSG00000232952.1	23868
caPeak	Singleton	ENSG00000232952.1	28803
caPeak	Singleton	ENSG00000143797.12	73970
caPeak	Singleton	ENSG00000151693.11	67374
caPeak	Complex	ENSG00000151693.11	20039
caPeak	Singleton	ENSG00000119185.13	18000
caPeak	Singleton	ENSG00000134330.19	1888
caPeak	Singleton	ENSG00000271855.1	38078
caPeak	Singleton	ENSG00000134308.14	58590
caPeak	Singleton	ENSG00000115750.17	90419
caPeak	Singleton	ENSG00000115750.17	1400
caPeak	Singleton	ENSG00000260077.1	58415
caPeak	Singleton	ENSG00000285872.3	66878
caPeak	Singleton	ENSG00000115758.14	25217
caPeak	Singleton	ENSG00000115758.14	12665
caPeak	Singleton	ENSG00000257135.8	54125
caPeak	Singleton	ENSG00000115761.17	48508
caPeak	Singleton	ENSG00000143882.12	21170
caPeak	Singleton	ENSG00000143882.12	12607
caPeak	Complex	ENSG00000143870.13	41849
caPeak	Singleton	ENSG00000143870.13	20396
caPeak	Complex	ENSG00000271952.3	4859
caPeak	Singleton	ENSG00000162976.13	1168
caPeak	Singleton	ENSG00000162976.13	60866
caPeak	Singleton	ENSG00000198890.9	91572
caPeak	Singleton	ENSG00000196208.14	53844
caPeak	Complex	ENSG00000134324.12	10909
caPeak	Singleton	ENSG00000134324.12	18098
caPeak	Complex	ENSG00000134324.12	21128
caPeak	Singleton	ENSG00000285876.1	55910
caPeak	Singleton	ENSG00000285876.1	64032
caPeak	Complex	ENSG00000285876.1	20313
caPeak	Singleton	ENSG00000162981.14	80324
caPeak	Complex	ENSG00000151779.14	98660
caPeak	Singleton	ENSG00000079785.16	14241
caPeak	Singleton	ENSG00000079785.16	62979
caPeak	Complex	ENSG00000079785.16	77257
caPeak	Complex	ENSG00000079785.16	74233
caPeak	Singleton	ENSG00000197872.11	39227
caPeak	Singleton	ENSG00000197872.11	25751
caPeak	Singleton	ENSG00000197872.11	48212
caPeak	Singleton	ENSG00000197872.11	78627
caPeak	Singleton	ENSG00000197872.11	98370
caPeak	Singleton	ENSG00000134215.16	89503
caPeak	Singleton	ENSG00000178295.15	58042
caPeak	Singleton	ENSG00000178295.15	9722
caPeak	Singleton	ENSG00000163029.16	56057
caPeak	Singleton	ENSG00000236204.7	85690
caPeak	Singleton	ENSG00000260879.1	89389
caPeak	Singleton	ENSG00000228784.9	4944
caPeak	Singleton	ENSG00000068697.7	25678
caPeak	Singleton	ENSG00000068697.7	85361
caPeak	Complex	ENSG00000280186.1	1967
caPeak	Complex	ENSG00000085491.17	2406
caPeak	Complex	ENSG00000260879.1	1480
caPeak	Singleton	ENSG00000115884.11	49172
caPeak	Singleton	ENSG00000115884.11	53814
caPeak	Singleton	ENSG00000115884.11	18277
caPeak	Singleton	ENSG00000115884.11	32011
caPeak	Singleton	ENSG00000055917.17	53585
caPeak	Complex	ENSG00000143878.10	43103
caPeak	Singleton	ENSG00000143878.10	31735
caPeak	Singleton	ENSG00000143869.7	8220
caPeak	Singleton	ENSG00000119771.15	58419
caPeak	Complex	ENSG00000115128.7	39891
caPeak	Complex	ENSG00000219626.9	40041
caPeak	Singleton	ENSG00000084676.16	67231
caPeak	Complex	ENSG00000115137.12	79600
caPeak	Singleton	ENSG00000157833.13	2811
caPeak	Singleton	ENSG00000157833.13	10166
caPeak	Singleton	ENSG00000084754.12	56950
caPeak	Complex	ENSG00000138018.19	49788
caPeak	Singleton	ENSG00000213699.9	15869
caPeak	Complex	ENSG00000157851.17	217
caPeak	Singleton	ENSG00000157851.17	32229
caPeak	Singleton	ENSG00000157851.17	2035
caPeak	Singleton	ENSG00000031698.13	16173
caPeak	Complex	ENSG00000119777.20	65446
caPeak	Complex	ENSG00000272148.1	27524
caPeak	Singleton	ENSG00000138030.14	50247
caPeak	Complex	ENSG00000138085.18	2406
caPeak	Singleton	ENSG00000115216.14	31605
caPeak	Singleton	ENSG00000075426.12	3099
caPeak	Singleton	ENSG00000163803.13	4692
caPeak	Singleton	ENSG00000213639.11	93096
caPeak	Singleton	ENSG00000213639.11	73733
caPeak	Singleton	ENSG00000226833.7	30723
caPeak	Singleton	ENSG00000213639.11	30638
caPeak	Singleton	ENSG00000163811.12	63574
caPeak	Complex	ENSG00000179270.7	11317
caPeak	Singleton	ENSG00000179270.7	67040
caPeak	Singleton	ENSG00000119801.13	57330
caPeak	Complex	ENSG00000213626.13	8314
caPeak	Singleton	ENSG00000235997.4	25566
caPeak	Complex	ENSG00000172954.14	67709
caPeak	Complex	ENSG00000172954.14	42189
caPeak	Singleton	ENSG00000156097.13	35158
caPeak	Singleton	ENSG00000158089.15	71795
caPeak	Singleton	ENSG00000013016.16	23230
caPeak	Singleton	ENSG00000162959.14	53771
caPeak	Singleton	ENSG00000168765.19	500
caPeak	Complex	ENSG00000168765.19	6
caPeak	Singleton	ENSG00000018699.13	32254
caPeak	Singleton	ENSG00000018699.13	44425
caPeak	Singleton	ENSG00000018699.13	84189
caPeak	Singleton	ENSG00000049323.16	85131
caPeak	Singleton	ENSG00000049323.16	16835
caPeak	Singleton	ENSG00000049323.16	65503
caPeak	Singleton	ENSG00000049323.16	44785
caPeak	Complex	ENSG00000134202.12	688
caPeak	Singleton	ENSG00000049239.13	16633
caPeak	Singleton	ENSG00000134202.12	19842
caPeak	Complex	ENSG00000119812.20	66379
caPeak	Complex	ENSG00000119812.20	63404
caPeak	Singleton	ENSG00000119812.20	51744
caPeak	Singleton	ENSG00000163171.8	15568
caPeak	Singleton	ENSG00000213553.4	21639
caPeak	Singleton	ENSG00000213553.4	9537
caPeak	Singleton	ENSG00000152147.11	30651
caPeak	Complex	ENSG00000049239.13	14133
